months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,vehicle_id,location_id,zip_id,policy_id
375,50,120485,2007-02-18,OH,100/300,1000,1275.39,0,466283,Male,Associate,Sales,Bungie-Jumping,Other-Relative,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,Ny,Riverwood,8150 Washington Ridge,16,1,Yes,2,3,No,37280,0,0,37280,Audi,A5,1996,1,Audi*A5*1996,Riverwood_Ny,466283,120485
461,61,781181,2005-06-27,OH,100/300,2000,1402.75,0,449557,Male,Jd,Exec-Managerial,Exercise,Husband,0,0,2015-02-18,Multi-Vehicle Collision,Rear Collision,Minor Damage,Police,Ny,Columbus,4268 2nd Ave,10,3,?,2,1,Yes,72100,7210,14420,50470,Jeep,Wrangler,2006,0,Jeep*Wrangler*2006,Columbus_Ny,449557,781181
428,59,299796,1999-09-29,IN,250/500,500,1344.36,7000000,473329,Female,Jd,Prof-Specialty,Hiking,Other-Relative,0,0,2015-02-06,Parked Car,?,Minor Damage,Nan,Wv,Northbend,6375 2nd Lane,8,1,?,2,3,No,6500,1300,650,4550,Saab,92X,2013,0,Saab*92X*2013,Northbend_Wv,473329,299796
45,38,589749,2006-05-14,IN,100/300,1000,1197.71,0,470117,Male,Masters,Machine-Op-Inspct,Movies,Not-In-Family,29000,0,2015-02-14,Multi-Vehicle Collision,Front Collision,Total Loss,Ambulance,Wv,Springfield,3770 Flute Drive,17,3,?,2,0,?,78240,13040,13040,52160,Suburu,Legacy,2013,0,Suburu*Legacy*2013,Springfield_Wv,470117,589749
136,29,854021,2010-04-29,OH,100/300,500,1203.24,0,600702,Female,Jd,Transport-Moving,Video-Games,Other-Relative,62500,-66900,2015-02-05,Vehicle Theft,?,Minor Damage,Police,Ny,Columbus,1562 Britain St,9,1,?,2,0,?,6200,1240,620,4340,Honda,Accord,1999,0,Honda*Accord*1999,Columbus_Ny,600702,854021
216,36,454086,1992-11-10,IN,500/1000,1000,1152.4,0,615921,Female,Associate,Priv-House-Serv,Reading,Unmarried,39600,-82400,2015-01-25,Parked Car,?,Minor Damage,Police,Va,Springfield,1681 Cherokee Hwy,0,1,Yes,2,3,?,6160,560,1680,3920,Mercedes,E400,2014,0,Mercedes*E400*2014,Springfield_Va,615921,454086
278,48,139484,1999-07-24,IN,500/1000,2000,1142.62,7000000,475588,Female,Md,Farming-Fishing,Dancing,Not-In-Family,0,-54000,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Sc,Northbrook,7523 Oak Lane,12,1,?,2,0,?,76050,11700,11700,52650,Chevrolet,Silverado,1997,0,Chevrolet*Silverado*1997,Northbrook_Sc,475588,139484
295,48,678849,1992-02-22,OH,500/1000,1000,1332.07,0,609409,Female,Md,Exec-Managerial,Polo,Unmarried,49700,-59100,2015-01-28,Multi-Vehicle Collision,Side Collision,Total Loss,Ambulance,Ny,Hillsdale,1815 Cherokee Drive,20,2,No,2,1,Yes,86060,13240,13240,59580,Volkswagen,Passat,2002,0,Volkswagen*Passat*2002,Hillsdale_Ny,609409,678849
112,30,346940,2002-09-13,OH,500/1000,1000,1166.54,0,479852,Female,Masters,Prof-Specialty,Sleeping,Not-In-Family,47700,-59300,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,Sc,Arlington,9316 Pine Ave,3,1,Yes,2,0,No,107900,10790,21580,75530,Dodge,Neon,1997,1,Dodge*Neon*1997,Arlington_Sc,479852,346940
122,34,985436,2003-08-09,IL,250/500,500,1495.06,0,452249,Female,Masters,Prof-Specialty,Polo,Unmarried,38100,-31400,2015-01-07,Multi-Vehicle Collision,Rear Collision,Total Loss,Fire,Pa,Columbus,2733 Texas Drive,18,3,No,2,0,Yes,99990,18180,18180,63630,Mercedes,E400,2011,0,Mercedes*E400*2011,Columbus_Pa,452249,985436
108,29,237418,2007-12-04,IN,500/1000,1000,1337.92,0,441536,Female,Phd,Armed-Forces,Bungie-Jumping,Not-In-Family,71400,0,2015-02-23,Multi-Vehicle Collision,Side Collision,Minor Damage,Ambulance,Wv,Columbus,7684 Francis Ridge,4,3,No,2,2,Yes,61380,11160,5580,44640,Suburu,Legacy,2012,0,Suburu*Legacy*2012,Columbus_Wv,441536,237418
14,28,335780,2002-07-22,OH,250/500,2000,1587.96,0,601617,Female,Associate,Craft-Repair,Board-Games,Unmarried,0,-26900,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Wv,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,Yes,71280,12960,12960,45360,Audi,A5,2012,1,Audi*A5*2012,Riverwood_Wv,601617,335780
298,45,491392,1992-07-03,IL,500/1000,1000,1362.29,0,442598,Male,High School,Farming-Fishing,Yachting,Unmarried,0,-51100,2015-02-27,Multi-Vehicle Collision,Front Collision,Minor Damage,Ambulance,Ny,Northbend,4905 Francis Ave,18,3,No,0,0,No,64000,12800,6400,44800,Saab,95,1999,0,Saab*95*1999,Northbend_Ny,442598,491392
276,46,140880,2005-03-29,IL,250/500,500,1448.84,0,430987,Female,Masters,Machine-Op-Inspct,Bungie-Jumping,Husband,0,-50000,2015-02-21,Parked Car,?,Trivial Damage,Police,Sc,Hillsdale,7783 Lincoln Hwy,7,1,?,0,1,No,5940,660,660,4620,Toyota,Highlander,2015,0,Toyota*Highlander*2015,Hillsdale_Sc,430987,140880
47,37,962591,2008-03-16,IN,250/500,2000,1241.97,0,430104,Male,High School,Other-Service,Movies,Not-In-Family,75400,0,2015-01-05,Parked Car,?,Minor Damage,Nan,Ny,Hillsdale,8749 Tree St,18,1,No,1,0,No,6700,670,670,5360,Jeep,Wrangler,2011,0,Jeep*Wrangler*2011,Hillsdale_Ny,430104,962591
222,42,922565,1999-05-23,IL,250/500,500,1124.6,0,612904,Male,Associate,Armed-Forces,Hiking,Not-In-Family,0,0,2015-01-30,Multi-Vehicle Collision,Rear Collision,Minor Damage,Police,Ny,Arlington,4985 Sky Lane,23,3,Yes,0,0,?,51740,11940,7960,31840,Jeep,Wrangler,2006,0,Jeep*Wrangler*2006,Arlington_Ny,612904,922565
119,28,288580,2012-11-22,OH,250/500,2000,1079.92,0,430886,Male,High School,Machine-Op-Inspct,Hiking,Husband,88800,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Pa,Riverwood,7534 MLK Hwy,1,1,?,0,1,Yes,53600,6700,6700,40200,Volkswagen,Jetta,2007,1,Volkswagen*Jetta*2007,Riverwood_Pa,430886,288580
73,29,154280,1993-01-29,IL,250/500,1000,1447.78,0,467947,Male,College,Protective-Serv,Board-Games,Wife,35100,-59900,2015-01-10,Multi-Vehicle Collision,Rear Collision,Total Loss,Other,Sc,Arlington,8689 Maple Hwy,15,3,Yes,1,0,?,44910,4990,4990,34930,Dodge,Neon,2001,0,Dodge*Neon*2001,Arlington_Sc,467947,154280
8,31,425973,2003-02-11,IN,250/500,500,1229.16,4000000,604804,Female,Md,Transport-Moving,Kayaking,Wife,0,-88300,2015-02-23,Multi-Vehicle Collision,Front Collision,Major Damage,Fire,Pa,Hillsdale,9153 3rd Hwy,2,3,?,0,2,Yes,48100,11100,7400,29600,Volkswagen,Jetta,2014,0,Volkswagen*Jetta*2014,Hillsdale_Pa,604804,425973
294,44,477177,1990-08-15,IL,100/300,1000,1226.49,0,460308,Female,Phd,Farming-Fishing,Kayaking,Unmarried,53900,0,2015-02-05,Vehicle Theft,?,Trivial Damage,Nan,Wv,Riverwood,5904 1st Drive,3,1,No,0,1,No,6100,610,1220,4270,Ford,Fusion,2002,0,Ford*Fusion*2002,Riverwood_Wv,460308,477177
324,46,648509,2010-03-06,IN,100/300,2000,897.89,6000000,618862,Male,Md,Tech-Support,Board-Games,Wife,0,-41300,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,Pa,Hillsdale,4519 Embaracadero St,13,1,?,1,0,Yes,79600,15920,15920,47760,Jeep,Wrangler,2011,0,Jeep*Wrangler*2011,Hillsdale_Pa,618862,648509
155,34,914815,1990-09-27,IN,100/300,500,1706.79,0,462479,Male,Masters,Protective-Serv,Dancing,Other-Relative,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Oh,Hillsdale,9706 MLK Lane,1,1,No,1,1,Yes,77040,8560,8560,59920,Honda,Civic,1998,0,Honda*Civic*1998,Hillsdale_Oh,462479,914815
261,45,249048,2005-06-17,IL,250/500,1000,1254.18,0,457555,Female,Phd,Prof-Specialty,Kayaking,Other-Relative,0,-45100,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Sc,Columbus,6012 Texas Hwy,16,1,Yes,0,1,?,62590,11380,11380,39830,Volkswagen,Jetta,2003,0,Volkswagen*Jetta*2003,Columbus_Sc,457555,249048
245,40,144323,2001-09-14,IN,500/1000,500,885.08,0,459984,Female,Masters,Armed-Forces,Skydiving,Other-Relative,27000,-58900,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,Wv,Northbend,4098 Weaver Ridge,0,1,Yes,0,1,No,85150,13100,13100,58950,Chevrolet,Malibu,1998,0,Chevrolet*Malibu*1998,Northbend_Wv,459984,144323
235,39,651861,2011-01-07,IL,100/300,500,1046.58,4000000,434982,Male,Md,Tech-Support,Exercise,Wife,0,-31700,2015-01-24,Vehicle Theft,?,Trivial Damage,Nan,Ny,Hillsdale,6193 1st Hwy,1,1,?,2,1,No,4950,450,900,3600,Chevrolet,Silverado,2010,0,Chevrolet*Silverado*2010,Hillsdale_Ny,434982,651861
53,36,125324,2003-09-13,OH,500/1000,2000,1712.68,0,614233,Male,Associate,Handlers-Cleaners,Basketball,Not-In-Family,72200,0,2015-02-18,Multi-Vehicle Collision,Side Collision,Major Damage,Fire,Va,Riverwood,4053 Sky Lane,17,3,?,2,0,Yes,51100,10220,5110,35770,Audi,A3,2006,0,Audi*A3*2006,Riverwood_Va,614233,125324
426,54,398102,1997-10-24,IL,500/1000,2000,1097.71,0,605258,Female,Masters,Adm-Clerical,Reading,Not-In-Family,29600,-22300,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,Sc,Springfield,8964 Francis St,13,1,Yes,2,3,?,100800,16800,16800,67200,Dodge,Neon,1997,0,Dodge*Neon*1997,Springfield_Sc,605258,398102
111,27,514065,2009-01-04,IN,250/500,500,1363.77,4000000,604377,Female,Masters,Tech-Support,Exercise,Husband,51100,0,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,Va,Springfield,9748 Sky Drive,12,1,Yes,2,3,No,90970,16540,16540,57890,Accura,Rsx,2009,0,Accura*Rsx*2009,Springfield_Va,604377,514065
86,26,391652,1998-10-12,OH,100/300,500,1382.88,7000000,434923,Male,Jd,Tech-Support,Cross-Fit,Other-Relative,0,-30300,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Sc,Northbend,2293 Washington Ave,11,1,?,1,1,Yes,81840,14880,7440,59520,Chevrolet,Malibu,2011,1,Chevrolet*Malibu*2011,Northbend_Sc,434923,391652
296,46,922167,1993-02-23,OH,100/300,1000,1141.35,7000000,476456,Male,Masters,Craft-Repair,Sleeping,Not-In-Family,0,0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Ny,Northbend,3656 Solo Ave,18,1,?,0,2,No,54900,5490,5490,43920,Mercedes,C300,2013,0,Mercedes*C300*2013,Northbend_Ny,476456,922167
125,35,442795,1996-07-07,OH,500/1000,500,1054.83,7000000,446788,Male,Jd,Tech-Support,Cross-Fit,Husband,0,-51300,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,Ny,Northbend,8579 Apache Drive,17,1,Yes,2,3,No,88660,8060,16120,64480,Mercedes,C300,2007,1,Mercedes*C300*2007,Northbend_Ny,446788,442795
177,34,226330,2013-01-23,IL,100/300,2000,1057.77,0,477382,Female,Jd,Tech-Support,Bungie-Jumping,Unmarried,0,-57700,2015-02-16,Multi-Vehicle Collision,Front Collision,Total Loss,Ambulance,Nc,Riverwood,2003 Maple Hwy,22,3,?,1,1,No,18000,2250,2250,13500,Audi,A3,2009,0,Audi*A3*2009,Riverwood_Nc,477382,226330
238,39,134430,2006-12-06,IN,250/500,2000,1488.02,0,600275,Female,Jd,Protective-Serv,Exercise,Other-Relative,0,-39200,2015-02-25,Vehicle Theft,?,Minor Damage,Police,Ny,Northbrook,5445 Tree Hwy,9,1,Yes,1,3,Yes,5500,1100,550,3850,Chevrolet,Tahoe,2010,0,Chevrolet*Tahoe*2010,Northbrook_Ny,600275,134430
81,25,524230,2014-02-23,IN,100/300,500,920.3,5000000,461958,Female,High School,Tech-Support,Hiking,Own-Child,51000,-67900,2015-02-21,Multi-Vehicle Collision,Rear Collision,Major Damage,Other,Wv,Hillsdale,9730 2nd Hwy,11,3,?,1,0,?,73920,13440,6720,53760,Honda,Civic,2003,1,Honda*Civic*2003,Hillsdale_Wv,461958,524230
128,28,438817,2007-11-16,OH,500/1000,1000,986.53,0,472720,Female,High School,Adm-Clerical,Polo,Other-Relative,62700,0,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Va,Columbus,7819 Oak St,11,1,No,0,2,Yes,101860,18520,18520,64820,Honda,Crv,2007,0,Honda*Crv*2007,Columbus_Va,472720,438817
449,57,293794,1999-04-17,OH,250/500,2000,1440.68,0,442395,Male,Associate,Tech-Support,Movies,Own-Child,25000,0,2015-02-09,Parked Car,?,Minor Damage,Nan,Sc,Riverwood,1845 Best St,8,1,Yes,0,1,Yes,5390,980,980,3430,Volkswagen,Passat,2008,0,Volkswagen*Passat*2008,Riverwood_Sc,442395,293794
252,39,868283,2006-02-06,IN,250/500,1000,1086.21,0,455340,Male,Jd,Farming-Fishing,Hiking,Unmarried,68500,-57500,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,Sc,Springfield,2500 Tree St,18,1,?,1,2,?,50490,5610,5610,39270,Nissan,Maxima,2001,0,Nissan*Maxima*2001,Springfield_Sc,455340,868283
359,47,828890,1993-10-20,OH,100/300,2000,1367.68,0,613247,Female,Md,Handlers-Cleaners,Basketball,Unmarried,0,0,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,Sc,Arlington,6955 Pine Drive,13,1,No,0,3,No,55500,5550,11100,38850,Mercedes,C300,2012,0,Mercedes*C300*2012,Arlington_Sc,613247,828890
19,32,882920,2006-01-01,OH,500/1000,1000,1215.85,0,454985,Male,High School,Other-Service,Hiking,Husband,42900,-90200,2015-01-02,Vehicle Theft,?,Minor Damage,Police,Va,Hillsdale,6165 Rock Ridge,8,1,Yes,1,1,Yes,7040,1280,640,5120,Nissan,Maxima,2015,0,Nissan*Maxima*2015,Hillsdale_Va,454985,882920
73,26,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,468813,Male,Md,Farming-Fishing,Basketball,Not-In-Family,29300,0,2015-02-12,Multi-Vehicle Collision,Rear Collision,Total Loss,Other,Va,Northbrook,3653 Elm Drive,9,3,?,0,1,Yes,40160,5020,0,35140,Chevrolet,Tahoe,2003,0,Chevrolet*Tahoe*2003,Northbrook_Va,468813,918777
285,44,212580,2014-07-05,IL,500/1000,1000,1594.45,0,452747,Male,High School,Handlers-Cleaners,Bungie-Jumping,Husband,0,0,2015-02-05,Multi-Vehicle Collision,Side Collision,Total Loss,Fire,Nc,Columbus,5812 3rd Hwy,17,2,Yes,2,3,No,55680,6960,6960,41760,Saab,95,2006,0,Saab*95*2006,Columbus_Nc,452747,212580
196,36,602410,1996-01-16,IN,250/500,2000,1463.07,0,615611,Male,Md,Armed-Forces,Skydiving,Own-Child,0,0,2015-01-24,Vehicle Theft,?,Trivial Damage,Police,Wv,Springfield,4939 Best St,3,1,?,1,1,No,5300,530,530,4240,Jeep,Grand Cherokee,2001,1,Jeep*Grand Cherokee*2001,Springfield_Wv,615611,602410
223,43,976971,2002-04-19,OH,250/500,500,1734.09,0,451400,Female,Md,Adm-Clerical,Camping,Not-In-Family,0,0,2015-01-12,Parked Car,?,Trivial Damage,Nan,Wv,Arlington,4964 Elm Lane,6,1,Yes,0,3,?,5200,650,650,3900,Accura,Mdx,2006,0,Accura*Mdx*2006,Arlington_Wv,451400,976971
328,48,630226,2005-12-10,IL,250/500,500,1411.43,0,464874,Male,Masters,Armed-Forces,Bungie-Jumping,Own-Child,45100,-32800,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Ny,Riverwood,9588 Solo St,17,1,Yes,2,1,No,59400,5940,11880,41580,Honda,Civic,2014,0,Honda*Civic*2014,Riverwood_Ny,464874,630226
285,43,171254,1994-11-07,OH,100/300,2000,1512.58,0,452496,Female,College,Sales,Paintball,Other-Relative,47600,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,Sc,Arlington,8718 Apache Lane,7,1,?,1,1,?,2520,280,280,1960,Bmw,3 Series,1997,0,Bmw*3 Series*1997,Arlington_Sc,452496,171254
30,31,247116,2012-06-02,IL,250/500,2000,1153.35,0,430714,Male,Phd,Craft-Repair,Golf,Not-In-Family,0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,Ny,Hillsdale,3590 Best Hwy,9,1,No,2,1,Yes,5760,960,960,3840,Suburu,Impreza,2011,0,Suburu*Impreza*2011,Hillsdale_Ny,430714,247116
342,49,505969,1998-04-07,OH,250/500,500,1722.95,0,472634,Male,Phd,Transport-Moving,Base-Jumping,Not-In-Family,63100,-13800,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Wv,Hillsdale,6149 Best Ridge,3,1,?,2,0,Yes,76700,7670,7670,61360,Suburu,Legacy,2006,0,Suburu*Legacy*2006,Hillsdale_Wv,472634,505969
219,39,653864,2007-04-25,IN,250/500,2000,1281.07,7000000,608371,Female,High School,Protective-Serv,Board-Games,Unmarried,0,0,2015-01-18,Parked Car,?,Trivial Damage,Police,Ny,Springfield,4116 Embaracadero Lane,6,1,No,0,2,No,5920,740,740,4440,Chevrolet,Malibu,2015,0,Chevrolet*Malibu*2015,Springfield_Ny,608371,653864
468,62,586367,2000-06-30,IL,100/300,500,1011.92,0,468168,Male,Phd,Machine-Op-Inspct,Paintball,Wife,0,0,2015-02-15,Multi-Vehicle Collision,Rear Collision,Major Damage,Fire,Sc,Riverwood,3486 Flute Ave,7,3,Yes,0,3,?,64350,7150,7150,50050,Chevrolet,Tahoe,2009,0,Chevrolet*Tahoe*2009,Riverwood_Sc,468168,586367
241,39,896890,1996-06-04,IL,250/500,2000,1042.26,0,464107,Male,Jd,Sales,Kayaking,Husband,0,0,2015-01-31,Multi-Vehicle Collision,Rear Collision,Total Loss,Ambulance,Wv,Northbend,5994 5th Ave,21,3,No,1,2,?,19080,4240,2120,12720,Saab,93,1995,0,Saab*93*1995,Northbend_Wv,464107,896890
223,43,650026,2009-05-09,OH,500/1000,500,1235.1,0,466959,Female,Masters,Tech-Support,Exercise,Not-In-Family,66400,-34400,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Sc,Springfield,9138 3rd St,14,1,No,2,1,No,54400,5440,5440,43520,Bmw,M5,2011,0,Bmw*M5*2011,Springfield_Sc,466959,650026
128,32,547744,2001-07-08,OH,100/300,2000,768.91,0,443522,Female,College,Sales,Chess,Other-Relative,0,-39300,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Sc,Columbus,3743 Andromedia Ridge,0,1,?,1,0,No,59800,5980,5980,47840,Ford,F150,1999,1,Ford*F150*1999,Columbus_Sc,443522,547744
124,29,598124,1993-09-20,OH,500/1000,500,1301.72,0,441726,Male,Masters,Handlers-Cleaners,Golf,Husband,0,0,2015-02-25,Multi-Vehicle Collision,Side Collision,Major Damage,Police,Va,Springfield,7644 Tree Ridge,14,3,?,0,3,Yes,72000,7200,7200,57600,Audi,A3,2005,0,Audi*A3*2005,Springfield_Va,441726,598124
343,48,436126,2009-11-03,IN,250/500,500,1451.54,3000000,473412,Male,Jd,Adm-Clerical,Hiking,Husband,0,0,2015-01-08,Multi-Vehicle Collision,Side Collision,Total Loss,Police,Sc,Riverwood,3167 2nd St,13,4,No,2,3,No,65070,7230,14460,43380,Mercedes,C300,2003,0,Mercedes*C300*2003,Riverwood_Sc,473412,436126
404,53,739447,2014-12-10,IN,250/500,500,767.14,0,466201,Male,Associate,Sales,Reading,Not-In-Family,25500,-36700,2015-01-14,Parked Car,?,Trivial Damage,Police,Wv,Columbus,3327 Lincoln Drive,8,1,No,0,1,No,8800,1760,880,6160,Suburu,Legacy,2002,0,Suburu*Legacy*2002,Columbus_Wv,466201,739447
63,24,427484,1994-01-08,OH,250/500,2000,1620.89,0,469621,Female,High School,Handlers-Cleaners,Movies,Other-Relative,0,0,2015-02-03,Vehicle Theft,?,Minor Damage,Police,Nc,Hillsdale,8621 Best Ridge,7,1,No,2,0,No,6120,1020,1020,4080,Toyota,Corolla,2015,0,Toyota*Corolla*2015,Hillsdale_Nc,469621,427484
210,37,218684,2006-08-05,IN,500/1000,2000,1048.46,0,466676,Male,High School,Priv-House-Serv,Skydiving,Not-In-Family,59900,0,2015-01-05,Vehicle Theft,?,Trivial Damage,Nan,Oh,Columbus,3878 Tree Lane,9,1,?,1,2,?,7080,1180,590,5310,Dodge,Ram,1999,0,Dodge*Ram*1999,Columbus_Oh,466676,218684
335,50,565564,2007-02-07,OH,100/300,1000,1538.26,6000000,615346,Male,High School,Sales,Yachting,Other-Relative,62200,-31400,2015-01-24,Multi-Vehicle Collision,Side Collision,Minor Damage,Ambulance,Ny,Riverwood,9760 Solo Lane,12,3,Yes,2,3,Yes,34320,8580,4290,21450,Volkswagen,Passat,2009,0,Volkswagen*Passat*2009,Riverwood_Ny,615346,565564
11,40,743163,2001-04-09,OH,500/1000,2000,1217.69,0,440106,Female,Md,Prof-Specialty,Reading,Wife,24000,0,2015-01-26,Multi-Vehicle Collision,Side Collision,Major Damage,Other,Sc,Springfield,9138 1st St,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,Neon,2004,1,Dodge*Neon*2004,Springfield_Sc,440106,743163
142,33,604614,1995-02-17,IN,100/300,2000,1362.64,5000000,450332,Female,Jd,Exec-Managerial,Cross-Fit,Wife,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,Nc,Columbus,3414 Elm Ave,11,1,Yes,1,3,?,81360,6780,13560,61020,Suburu,Legacy,2009,1,Suburu*Legacy*2009,Columbus_Nc,450332,604614
272,43,509928,1995-07-25,OH,100/300,1000,1279.13,0,615226,Male,Phd,Craft-Repair,Bungie-Jumping,Other-Relative,0,0,2015-02-06,Multi-Vehicle Collision,Side Collision,Minor Damage,Ambulance,Nc,Springfield,3172 Tree Ridge,5,3,?,1,2,Yes,81070,7370,14740,58960,Audi,A3,2006,1,Audi*A3*2006,Springfield_Nc,615226,509928
69,26,593390,2006-03-24,IL,100/300,2000,924.72,0,437688,Female,High School,Machine-Op-Inspct,Base-Jumping,Unmarried,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ny,Columbus,6104 Oak Ave,14,1,No,2,2,No,63120,5260,10520,47340,Audi,A5,2008,0,Audi*A5*2008,Columbus_Ny,437688,593390
38,28,970607,1995-03-28,OH,250/500,1000,1019.44,0,437387,Male,Masters,Transport-Moving,Yachting,Not-In-Family,0,-39700,2015-02-10,Vehicle Theft,?,Trivial Damage,Nan,Nc,Springfield,9742 5th Ridge,17,1,?,2,1,No,7200,1440,720,5040,Bmw,X5,2004,0,Bmw*X5*2004,Springfield_Nc,437387,970607
328,46,174701,1996-06-19,IL,500/1000,500,1314.6,0,458139,Female,Md,Prof-Specialty,Exercise,Not-In-Family,24800,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Other,Wv,Hillsdale,8782 3rd St,0,1,?,2,3,?,70290,12780,6390,51120,Saab,92X,1998,1,Saab*92X*1998,Hillsdale_Wv,458139,174701
281,43,529398,1993-06-16,OH,100/300,1000,1515.18,6000000,443191,Male,College,Priv-House-Serv,Camping,Other-Relative,0,0,2015-01-09,Multi-Vehicle Collision,Side Collision,Minor Damage,Fire,Sc,Northbrook,9798 Sky Ridge,21,3,No,1,0,No,60190,9260,9260,41670,Bmw,X6,1999,0,Bmw*X6*1999,Northbrook_Sc,443191,529398
246,44,940942,2001-07-11,OH,250/500,2000,1649.18,0,613647,Male,College,Farming-Fishing,Base-Jumping,Other-Relative,0,-58600,2015-02-22,Single Vehicle Collision,Front Collision,Major Damage,Other,Ny,Hillsdale,5483 Francis Drive,18,1,Yes,1,2,Yes,61380,11160,5580,44640,Honda,Civic,2009,1,Honda*Civic*2009,Hillsdale_Ny,613647,940942
298,49,442677,2008-11-22,OH,250/500,500,1451.01,0,460820,Female,College,Other-Service,Exercise,Own-Child,47800,0,2015-02-21,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Ny,Springfield,2005 Texas Hwy,17,1,No,2,2,No,28100,2810,5620,19670,Jeep,Grand Cherokee,2012,0,Jeep*Grand Cherokee*2012,Springfield_Ny,460820,442677
330,50,365364,2002-12-28,IL,500/1000,1000,978.46,0,431121,Female,High School,Sales,Yachting,Husband,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Fire,Ny,Hillsdale,6634 Texas Ridge,19,1,Yes,0,0,No,49060,8920,8920,31220,Chevrolet,Silverado,1995,0,Chevrolet*Silverado*1995,Hillsdale_Ny,431121,365364
362,50,114839,2006-01-01,IL,250/500,500,1198.34,4000000,619735,Male,Associate,Sales,Board-Games,Wife,53000,-72500,2015-01-07,Multi-Vehicle Collision,Side Collision,Total Loss,Fire,Ny,Columbus,8655 Cherokee Lane,17,3,?,1,1,No,57060,6340,6340,44380,Mercedes,E400,1995,0,Mercedes*E400*1995,Columbus_Ny,619735,114839
241,38,872734,1990-05-19,IN,100/300,2000,1003.23,0,470485,Female,Associate,Tech-Support,Kayaking,Not-In-Family,0,0,2015-01-17,Multi-Vehicle Collision,Side Collision,Major Damage,Fire,Va,Arlington,4955 Lincoln Ridge,23,3,?,0,3,Yes,77880,12980,12980,51920,Accura,Mdx,2008,0,Accura*Mdx*2008,Arlington_Va,470485,872734
245,41,267885,2013-08-26,IN,500/1000,2000,1212.0,0,620473,Male,Masters,Exec-Managerial,Basketball,Unmarried,24400,-60500,2015-01-28,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Ny,Springfield,7705 Best Ridge,4,1,Yes,0,1,Yes,73500,7350,14700,51450,Jeep,Wrangler,1999,0,Jeep*Wrangler*1999,Springfield_Ny,620473,267885
371,52,740505,1997-10-12,IL,250/500,1000,1242.96,7000000,449800,Female,High School,Other-Service,Paintball,Own-Child,0,-37100,2015-02-22,Multi-Vehicle Collision,Rear Collision,Minor Damage,Other,Ny,Riverwood,5838 Pine Lane,2,2,Yes,2,0,?,88920,6840,13680,68400,Accura,Rsx,2010,0,Accura*Rsx*2010,Riverwood_Ny,449800,740505
343,52,629663,2002-01-21,IL,500/1000,1000,1053.02,0,602402,Female,Associate,Prof-Specialty,Bungie-Jumping,Not-In-Family,0,0,2015-02-16,Single Vehicle Collision,Front Collision,Major Damage,Other,Ny,Arlington,7331 Sky Hwy,2,1,?,0,2,No,47630,12990,4330,30310,Toyota,Corolla,2005,1,Toyota*Corolla*2005,Arlington_Ny,602402,629663
